"id";"code";"modele";"code_marque";"id_marque";"rappel_marque"
"1";"1552";"U5";"AI";"1";"AIWAYS"
"2";"114";"2141";"AK";"2";"ALEKO"
"3";"142";"1300";"AR";"3";"ALFA ROMEO"
"4";"143";"1600";"AR";"3";"ALFA ROMEO"
"5";"144";"164";"AR";"3";"ALFA ROMEO"
"6";"145";"1750";"AR";"3";"ALFA ROMEO"
"7";"146";"2000";"AR";"3";"ALFA ROMEO"
"8";"1328";"4C";"AR";"3";"ALFA ROMEO"
"9";"150";"ALFA 145";"AR";"3";"ALFA ROMEO"
"10";"151";"ALFA 146";"AR";"3";"ALFA ROMEO"
"11";"1104";"ALFA 147";"AR";"3";"ALFA ROMEO"
"12";"148";"ALFA 155";"AR";"3";"ALFA ROMEO"
"13";"153";"ALFA 156";"AR";"3";"ALFA ROMEO"
"14";"1248";"ALFA 159";"AR";"3";"ALFA ROMEO"
"15";"1276";"ALFA 159 SW";"AR";"3";"ALFA ROMEO"
"16";"154";"ALFA 166";"AR";"3";"ALFA ROMEO"
"17";"132";"ALFA 33";"AR";"3";"ALFA ROMEO"
"18";"133";"ALFA 6";"AR";"3";"ALFA ROMEO"
"19";"134";"ALFA 75";"AR";"3";"ALFA ROMEO"
"20";"135";"ALFA 90";"AR";"3";"ALFA ROMEO"
"21";"1198";"ALFA GT";"AR";"3";"ALFA ROMEO"
"22";"152";"ALFA GTV";"AR";"3";"ALFA ROMEO"
"23";"136";"ALFA-SUD";"AR";"3";"ALFA ROMEO"
"24";"137";"ALFETTA";"AR";"3";"ALFA ROMEO"
"25";"1270";"BRERA";"AR";"3";"ALFA ROMEO"
"26";"1224";"CROSSWAGON";"AR";"3";"ALFA ROMEO"
"27";"138";"GIULIA";"AR";"3";"ALFA ROMEO"
"28";"139";"GIULIETTA";"AR";"3";"ALFA ROMEO"
"29";"632";"MITO";"AR";"3";"ALFA ROMEO"
"30";"149";"RZ";"AR";"3";"ALFA ROMEO"
"31";"140";"SPIDER";"AR";"3";"ALFA ROMEO"
"32";"1100";"SPORTWAGON";"AR";"3";"ALFA ROMEO"
"33";"141";"SPRINT";"AR";"3";"ALFA ROMEO"
"34";"1411";"STELVIO";"AR";"3";"ALFA ROMEO"
"35";"147";"SZ";"AR";"3";"ALFA ROMEO"
"36";"1617";"TONALE";"AR";"3";"ALFA ROMEO"
"37";"115";"A110";"AL";"4";"ALPINE RENAULT"
"38";"1436";"A110 II";"AL";"4";"ALPINE RENAULT"
"39";"116";"A310";"AL";"4";"ALPINE RENAULT"
"40";"119";"A610";"AL";"4";"ALPINE RENAULT"
"41";"117";"LE MANS";"AL";"4";"ALPINE RENAULT"
"42";"118";"V6";"AL";"4";"ALPINE RENAULT"
"43";"130";"4X4";"AO";"5";"ARO"
"44";"131";"SPARTANA";"AO";"5";"ARO"
"45";"108";"ROCSTA";"AA";"6";"ASIA"
"46";"735";"CYGNET";"AM";"7";"ASTON MARTIN"
"47";"160";"100";"AU";"8";"AUDI"
"48";"161";"200";"AU";"8";"AUDI"
"49";"162";"50";"AU";"8";"AUDI"
"50";"163";"60";"AU";"8";"AUDI"
"51";"164";"70";"AU";"8";"AUDI"
"52";"165";"75";"AU";"8";"AUDI"
"53";"166";"80";"AU";"8";"AUDI"
"54";"167";"90";"AU";"8";"AUDI"
"55";"699";"A1";"AU";"8";"AUDI"
"56";"1457";"A1 II";"AU";"8";"AUDI"
"57";"1094";"A2";"AU";"8";"AUDI"
"58";"173";"A3";"AU";"8";"AUDI"
"59";"1412";"A3 *";"AU";"8";"AUDI"
"60";"1518";"A3 IV";"AU";"8";"AUDI"
"61";"785";"A3 SPORTBACK";"AU";"8";"AUDI"
"62";"172";"A4";"AU";"8";"AUDI"
"63";"610";"A4 III - IV";"AU";"8";"AUDI"
"64";"1378";"A4 V";"AU";"8";"AUDI"
"65";"593";"A5";"AU";"8";"AUDI"
"66";"678";"A5 SPORTBACK";"AU";"8";"AUDI"
"67";"169";"A6";"AU";"8";"AUDI"
"68";"635";"A6 III";"AU";"8";"AUDI"
"69";"725";"A6 IV";"AU";"8";"AUDI"
"70";"1448";"A6 V";"AU";"8";"AUDI"
"71";"703";"A7";"AU";"8";"AUDI"
"72";"171";"A8";"AU";"8";"AUDI"
"73";"1108";"ALLROAD";"AU";"8";"AUDI"
"74";"168";"CABRIOLET";"AU";"8";"AUDI"
"75";"155";"COUPE";"AU";"8";"AUDI"
"76";"1480";"E-TRON";"AU";"8";"AUDI"
"77";"1553";"E-TRON GT";"AU";"8";"AUDI"
"78";"156";"GT";"AU";"8";"AUDI"
"79";"1407";"Q2";"AU";"8";"AUDI"
"80";"731";"Q3";"AU";"8";"AUDI"
"81";"1468";"Q3 II";"AU";"8";"AUDI"
"82";"1558";"Q4 E-TRON";"AU";"8";"AUDI"
"83";"634";"Q5";"AU";"8";"AUDI"
"84";"1267";"Q7";"AU";"8";"AUDI"
"85";"1449";"Q8";"AU";"8";"AUDI"
"86";"157";"QUATTRO";"AU";"8";"AUDI"
"87";"590";"R8";"AU";"8";"AUDI"
"88";"158";"RO 80";"AU";"8";"AUDI"
"89";"718";"RS3";"AU";"8";"AUDI"
"90";"1575";"RS3 IV";"AU";"8";"AUDI"
"91";"1112";"RS4";"AU";"8";"AUDI"
"92";"698";"RS5";"AU";"8";"AUDI"
"93";"1180";"RS6";"AU";"8";"AUDI"
"94";"1327";"RS7";"AU";"8";"AUDI"
"95";"1345";"S1";"AU";"8";"AUDI"
"96";"177";"S3";"AU";"8";"AUDI"
"97";"1530";"S3 IV";"AU";"8";"AUDI"
"98";"627";"S3 SPORTBACK";"AU";"8";"AUDI"
"99";"176";"S4";"AU";"8";"AUDI"
"100";"594";"S5";"AU";"8";"AUDI"
"101";"170";"S6";"AU";"8";"AUDI"
"102";"1496";"S6 V";"AU";"8";"AUDI"
"103";"1291";"S7";"AU";"8";"AUDI"
"104";"1497";"S7 II";"AU";"8";"AUDI"
"105";"174";"S8";"AU";"8";"AUDI"
"106";"175";"TT";"AU";"8";"AUDI"
"107";"159";"V8";"AU";"8";"AUDI"
"108";"129";"850";"AN";"9";"AUSTIN"
"109";"120";"ALLEGRO";"AN";"9";"AUSTIN"
"110";"121";"JEEP";"AN";"9";"AUSTIN"
"111";"122";"MAESTRO";"AN";"9";"AUSTIN"
"112";"123";"METRO";"AN";"9";"AUSTIN"
"113";"124";"MINI";"AN";"9";"AUSTIN"
"114";"125";"MONTEGO";"AN";"9";"AUSTIN"
"115";"126";"MORRISITAL";"AN";"9";"AUSTIN"
"116";"127";"PRINCESS";"AN";"9";"AUSTIN"
"117";"128";"SHERPA";"AN";"9";"AUSTIN"
"118";"113";"500";"AB";"10";"AUTOBIANCHI"
"119";"109";"A111";"AB";"10";"AUTOBIANCHI"
"120";"110";"A112";"AB";"10";"AUTOBIANCHI"
"121";"111";"PRIMULA";"AB";"10";"AUTOBIANCHI"
"122";"112";"Y10";"AB";"10";"AUTOBIANCHI"
"123";"178";"A3";"AV";"11";"AUVERLAND"
"124";"179";"CF";"BE";"12";"BEDFORD"
"125";"180";"MIDI";"BE";"12";"BEDFORD"
"126";"1418";"BEE BEE XS";"BV";"13";"BEE BEE AUTOMOTIVE"
"127";"1234";"ARNAGE";"BC";"14";"BENTLEY"
"128";"667";"AZURE T";"BC";"14";"BENTLEY"
"129";"668";"BROOKLANDS";"BC";"14";"BENTLEY"
"130";"666";"CONTINENTAL FLYING SPUR";"BC";"14";"BENTLEY"
"131";"1235";"CONTINENTAL GT";"BC";"14";"BENTLEY"
"132";"1292";"MULSANNE";"BC";"14";"BENTLEY"
"133";"474";"4X4";"BT";"15";"BERTONE"
"134";"187";"1502";"BM";"16";"BMW"
"135";"188";"1600";"BM";"16";"BMW"
"136";"189";"1602";"BM";"16";"BMW"
"137";"190";"1800";"BM";"16";"BMW"
"138";"191";"1802";"BM";"16";"BMW"
"139";"192";"2000";"BM";"16";"BMW"
"140";"193";"2002";"BM";"16";"BMW"
"141";"224";"2500";"BM";"16";"BMW"
"142";"194";"3,0";"BM";"16";"BMW"
"143";"195";"3,3";"BM";"16";"BMW"
"144";"196";"315";"BM";"16";"BMW"
"145";"197";"316";"BM";"16";"BMW"
"146";"198";"318";"BM";"16";"BMW"
"147";"199";"320";"BM";"16";"BMW"
"148";"200";"323";"BM";"16";"BMW"
"149";"201";"324";"BM";"16";"BMW"
"150";"202";"325";"BM";"16";"BMW"
"151";"227";"328";"BM";"16";"BMW"
"152";"230";"330";"BM";"16";"BMW"
"153";"203";"518";"BM";"16";"BMW"
"154";"204";"520";"BM";"16";"BMW"
"155";"228";"523";"BM";"16";"BMW"
"156";"205";"524";"BM";"16";"BMW"
"157";"206";"525";"BM";"16";"BMW"
"158";"207";"528";"BM";"16";"BMW"
"159";"208";"530";"BM";"16";"BMW"
"160";"209";"535";"BM";"16";"BMW"
"161";"226";"540";"BM";"16";"BMW"
"162";"1196";"545";"BM";"16";"BMW"
"163";"1253";"550";"BM";"16";"BMW"
"164";"210";"628";"BM";"16";"BMW"
"165";"211";"630";"BM";"16";"BMW"
"166";"212";"633";"BM";"16";"BMW"
"167";"213";"635";"BM";"16";"BMW"
"168";"1197";"645";"BM";"16";"BMW"
"169";"1266";"650";"BM";"16";"BMW"
"170";"214";"725";"BM";"16";"BMW"
"171";"215";"728";"BM";"16";"BMW"
"172";"216";"730";"BM";"16";"BMW"
"173";"217";"732";"BM";"16";"BMW"
"174";"218";"733";"BM";"16";"BMW"
"175";"219";"735";"BM";"16";"BMW"
"176";"223";"740";"BM";"16";"BMW"
"177";"220";"745";"BM";"16";"BMW"
"178";"221";"750";"BM";"16";"BMW"
"179";"1179";"760";"BM";"16";"BMW"
"180";"225";"840";"BM";"16";"BMW"
"181";"222";"850";"BM";"16";"BMW"
"182";"1326";"I3";"BM";"16";"BMW"
"183";"1350";"I8";"BM";"16";"BMW"
"184";"1571";"IX";"BM";"16";"BMW"
"185";"1101";"L7";"BM";"16";"BMW"
"186";"1398";"M2";"BM";"16";"BMW"
"187";"182";"M3";"BM";"16";"BMW"
"188";"1344";"M4";"BM";"16";"BMW"
"189";"183";"M5";"BM";"16";"BMW"
"190";"184";"M535";"BM";"16";"BMW"
"191";"1236";"M6";"BM";"16";"BMW"
"192";"185";"M635";"BM";"16";"BMW"
"193";"1505";"M8";"BM";"16";"BMW"
"194";"1221";"SERIE 1";"BM";"16";"BMW"
"195";"732";"SERIE 1 II";"BM";"16";"BMW"
"196";"1495";"SERIE 1 III";"BM";"16";"BMW"
"197";"1333";"SERIE 2";"BM";"16";"BMW"
"198";"1573";"SERIE 2 II";"BM";"16";"BMW"
"199";"641";"SERIE 3";"BM";"16";"BMW"
"200";"693";"SERIE 3 (SUITE)";"BM";"16";"BMW"
"201";"745";"SERIE 3 VI";"BM";"16";"BMW"
"202";"1462";"SERIE 3 VII";"BM";"16";"BMW"
"203";"1324";"SERIE 4";"BM";"16";"BMW"
"204";"1526";"SERIE 4 II";"BM";"16";"BMW"
"205";"681";"SERIE 5";"BM";"16";"BMW"
"206";"722";"SERIE 6";"BM";"16";"BMW"
"207";"649";"SERIE 7";"BM";"16";"BMW"
"208";"1632";"SERIE 7 VII";"BM";"16";"BMW"
"209";"1447";"SERIE 8";"BM";"16";"BMW"
"210";"677";"X1";"BM";"16";"BMW"
"211";"1629";"X1 III";"BM";"16";"BMW"
"212";"1437";"X2";"BM";"16";"BMW"
"213";"1203";"X3";"BM";"16";"BMW"
"214";"1341";"X4";"BM";"16";"BMW"
"215";"1443";"X4 II";"BM";"16";"BMW"
"216";"1102";"X5";"BM";"16";"BMW"
"217";"1456";"X5 IV";"BM";"16";"BMW"
"218";"622";"X6";"BM";"16";"BMW"
"219";"1498";"X6 III";"BM";"16";"BMW"
"220";"1482";"X7";"BM";"16";"BMW"
"221";"1634";"XM";"BM";"16";"BMW"
"222";"186";"Z1";"BM";"16";"BMW"
"223";"229";"Z3";"BM";"16";"BMW"
"224";"1173";"Z4";"BM";"16";"BMW"
"225";"1164";"Z8";"BM";"16";"BMW"
"226";"181";"PARKAVENUE";"BK";"17";"BUICK"
"227";"744";"CTS";"CA";"18";"CADILLAC"
"228";"476";"ELDORADO";"CA";"18";"CADILLAC"
"229";"739";"ESCALADE";"CA";"18";"CADILLAC"
"230";"475";"SEVILLE";"CA";"18";"CADILLAC"
"231";"535";"ALERO";"CV";"19";"CHEVROLET"
"232";"625";"AVEO";"CV";"19";"CHEVROLET"
"233";"531";"BERETTA";"CV";"19";"CHEVROLET"
"234";"532";"BLAZER";"CV";"19";"CHEVROLET"
"235";"534";"CAMARO";"CV";"19";"CHEVROLET"
"236";"572";"CAPTIVA";"CV";"19";"CHEVROLET"
"237";"530";"CORSICA";"CV";"19";"CHEVROLET"
"238";"529";"CORVETTE";"CV";"19";"CHEVROLET"
"239";"664";"CRUZE";"CV";"19";"CHEVROLET"
"240";"570";"EPICA";"CV";"19";"CHEVROLET"
"241";"792";"EVANDA";"CV";"19";"CHEVROLET"
"242";"788";"KALOS";"CV";"19";"CHEVROLET"
"243";"789";"LACETTI";"CV";"19";"CHEVROLET"
"244";"1299";"MALIBU";"CV";"19";"CHEVROLET"
"245";"787";"MATIZ";"CV";"19";"CHEVROLET"
"246";"790";"NUBIRA";"CV";"19";"CHEVROLET"
"247";"716";"ORLANDO";"CV";"19";"CHEVROLET"
"248";"791";"REZZO";"CV";"19";"CHEVROLET"
"249";"688";"SPARK";"CV";"19";"CHEVROLET"
"250";"533";"TRANS SPORT";"CV";"19";"CHEVROLET"
"251";"1320";"TRAX";"CV";"19";"CHEVROLET"
"252";"1281";"VOLT";"CV";"19";"CHEVROLET"
"253";"1230";"300C";"CH";"20";"CHRYSLER"
"254";"487";"300M";"CH";"20";"CHRYSLER"
"255";"1213";"CROSSFIRE";"CH";"20";"CHRYSLER"
"256";"477";"ES";"CH";"20";"CHRYSLER"
"257";"486";"GRAND VOYAGER";"CH";"20";"CHRYSLER"
"258";"478";"LE BARON";"CH";"20";"CHRYSLER"
"259";"483";"NEON";"CH";"20";"CHRYSLER"
"260";"485";"NEW YORKER";"CH";"20";"CHRYSLER"
"261";"1099";"PT CRUISER";"CH";"20";"CHRYSLER"
"262";"479";"SARATOGA";"CH";"20";"CHRYSLER"
"263";"1126";"SEBRING";"CH";"20";"CHRYSLER"
"264";"484";"STRATUS";"CH";"20";"CHRYSLER"
"265";"482";"VIPER";"CH";"20";"CHRYSLER"
"266";"481";"VISION";"CH";"20";"CHRYSLER"
"267";"480";"VOYAGER";"CH";"20";"CHRYSLER"
"268";"516";"2 CV";"CI";"21";"CITROEN"
"269";"488";"ACADIANE";"CI";"21";"CITROEN"
"270";"489";"AK";"CI";"21";"CITROEN"
"271";"490";"AMI";"CI";"21";"CITROEN"
"272";"491";"AX";"CI";"21";"CITROEN"
"273";"492";"AXEL";"CI";"21";"CITROEN"
"274";"493";"AZU";"CI";"21";"CITROEN"
"275";"526";"BERLINGO";"CI";"21";"CITROEN"
"276";"617";"BERLINGO II";"CI";"21";"CITROEN"
"277";"1444";"BERLINGO III";"CI";"21";"CITROEN"
"278";"494";"BX";"CI";"21";"CITROEN"
"279";"598";"C-CROSSER";"CI";"21";"CITROEN"
"280";"1399";"C-ELYSEE";"CI";"21";"CITROEN"
"281";"712";"C-ZERO";"CI";"21";"CITROEN"
"282";"1237";"C1";"CI";"21";"CITROEN"
"283";"497";"C15";"CI";"21";"CITROEN"
"284";"1184";"C2";"CI";"21";"CITROEN"
"285";"498";"C25";"CI";"21";"CITROEN"
"286";"499";"C25 COMBI";"CI";"21";"CITROEN"
"287";"1136";"C3";"CI";"21";"CITROEN"
"288";"1419";"C3 AIRCROSS";"CI";"21";"CITROEN"
"289";"682";"C3 II";"CI";"21";"CITROEN"
"290";"1406";"C3 III";"CI";"21";"CITROEN"
"291";"651";"C3 PICASSO";"CI";"21";"CITROEN"
"292";"1176";"C3 PLURIEL";"CI";"21";"CITROEN"
"293";"500";"C35";"CI";"21";"CITROEN"
"294";"640";"C4";"CI";"21";"CITROEN"
"295";"1288";"C4 AIRCROSS";"CI";"21";"CITROEN"
"296";"1342";"C4 CACTUS";"CI";"21";"CITROEN"
"297";"708";"C4 II";"CI";"21";"CITROEN"
"298";"1532";"C4 III";"CI";"21";"CITROEN"
"299";"573";"C4 PICASSO";"CI";"21";"CITROEN"
"300";"1321";"C4 PICASSO II";"CI";"21";"CITROEN"
"301";"1441";"C4 SPACETOURER";"CI";"21";"CITROEN"
"302";"1630";"C4 X";"CI";"21";"CITROEN"
"303";"1114";"C5";"CI";"21";"CITROEN"
"304";"1455";"C5 AIRCROSS";"CI";"21";"CITROEN"
"305";"616";"C5 II";"CI";"21";"CITROEN"
"306";"618";"C5 II TOURER";"CI";"21";"CITROEN"
"307";"1572";"C5 X";"CI";"21";"CITROEN"
"308";"1268";"C6";"CI";"21";"CITROEN"
"309";"1145";"C8";"CI";"21";"CITROEN"
"310";"495";"CX";"CI";"21";"CITROEN"
"311";"496";"CX SERIE2";"CI";"21";"CITROEN"
"312";"501";"D";"CI";"21";"CITROEN"
"313";"519";"DANGEL C15";"CI";"21";"CITROEN"
"314";"518";"DANGEL C25";"CI";"21";"CITROEN"
"315";"502";"DS";"CI";"21";"CITROEN"
"316";"687";"DS3";"CI";"21";"CITROEN"
"317";"724";"DS4";"CI";"21";"CITROEN"
"318";"741";"DS5";"CI";"21";"CITROEN"
"319";"503";"DYANE";"CI";"21";"CITROEN"
"320";"522";"EVASION";"CI";"21";"CITROEN"
"321";"504";"GS";"CI";"21";"CITROEN"
"322";"505";"GSA";"CI";"21";"CITROEN"
"323";"520";"HY";"CI";"21";"CITROEN"
"324";"506";"ID";"CI";"21";"CITROEN"
"325";"523";"JUMPER";"CI";"21";"CITROEN"
"326";"524";"JUMPY";"CI";"21";"CITROEN"
"327";"507";"KATAR";"CI";"21";"CITROEN"
"328";"508";"LN";"CI";"21";"CITROEN"
"329";"509";"LNA";"CI";"21";"CITROEN"
"330";"510";"MEHARI";"CI";"21";"CITROEN"
"331";"644";"NEMO";"CI";"21";"CITROEN"
"332";"525";"SAXO";"CI";"21";"CITROEN"
"333";"511";"SM";"CI";"21";"CITROEN"
"334";"1392";"SPACETOURER";"CI";"21";"CITROEN"
"335";"512";"TANGARA";"CI";"21";"CITROEN"
"336";"513";"TRACTION";"CI";"21";"CITROEN"
"337";"514";"VISA";"CI";"21";"CITROEN"
"338";"521";"XANTIA";"CI";"21";"CITROEN"
"339";"515";"XM";"CI";"21";"CITROEN"
"340";"527";"XSARA";"CI";"21";"CITROEN"
"341";"528";"XSARA PICASSO";"CI";"21";"CITROEN"
"342";"517";"ZX";"CI";"21";"CITROEN"
"343";"1357";"C-ZEN";"CB";"22";"COURB"
"344";"1546";"ATECA";"CK";"23";"CUPRA"
"345";"1581";"BORN";"CK";"23";"CUPRA"
"346";"1536";"FORMENTOR";"CK";"23";"CUPRA"
"347";"1539";"LEON";"CK";"23";"CUPRA"
"348";"1300";"DOKKER";"DC";"24";"DACIA"
"349";"694";"DUSTER";"DC";"24";"DACIA"
"350";"1596";"JOGGER";"DC";"24";"DACIA"
"351";"1286";"LODGY";"DC";"24";"DACIA"
"352";"1261";"LOGAN";"DC";"24";"DACIA"
"353";"621";"SANDERO";"DC";"24";"DACIA"
"354";"1544";"SANDERO III";"DC";"24";"DACIA"
"355";"1561";"SPRING";"DC";"24";"DACIA"
"356";"13";"ESPERO";"DW";"25";"DAEWOO"
"357";"1254";"EVANDA";"DW";"25";"DAEWOO"
"358";"1159";"KALOS";"DW";"25";"DAEWOO"
"359";"1086";"KORANDO";"DW";"25";"DAEWOO"
"360";"639";"LACETTI";"DW";"25";"DAEWOO"
"361";"14";"LANOS";"DW";"25";"DAEWOO"
"362";"16";"LEGANZA";"DW";"25";"DAEWOO"
"363";"17";"MATIZ";"DW";"25";"DAEWOO"
"364";"1087";"MUSSO";"DW";"25";"DAEWOO"
"365";"12";"NEXIA";"DW";"25";"DAEWOO"
"366";"15";"NUBIRA";"DW";"25";"DAEWOO"
"367";"1161";"REXTON";"DW";"25";"DAEWOO"
"368";"1103";"REZZO";"DW";"25";"DAEWOO"
"369";"558";"33";"DF";"26";"DAF"
"370";"557";"400";"DF";"26";"DAF"
"371";"559";"44";"DF";"26";"DAF"
"372";"560";"46";"DF";"26";"DAF"
"373";"561";"55";"DF";"26";"DAF"
"374";"562";"66";"DF";"26";"DAF"
"375";"555";"VA400";"DF";"26";"DAF"
"376";"556";"VH400";"DF";"26";"DAF"
"377";"2";"APPLAUSE";"DH";"27";"DAIHATSU"
"378";"1";"CHARADE";"DH";"27";"DAIHATSU"
"379";"1211";"COPEN";"DH";"27";"DAIHATSU"
"380";"1212";"CUORE";"DH";"27";"DAIHATSU"
"381";"6";"DOMINO";"DH";"27";"DAIHATSU"
"382";"3";"FEROZA";"DH";"27";"DAIHATSU"
"383";"9";"GRAN MOVE";"DH";"27";"DAIHATSU"
"384";"5";"HIJET";"DH";"27";"DAIHATSU"
"385";"581";"MATERIA";"DH";"27";"DAIHATSU"
"386";"8";"MOVE";"DH";"27";"DAIHATSU"
"387";"4";"ROCKY";"DH";"27";"DAIHATSU"
"388";"10";"SIRION";"DH";"27";"DAIHATSU"
"389";"7";"TERIOS";"DH";"27";"DAIHATSU"
"390";"576";"TREVIS";"DH";"27";"DAIHATSU"
"391";"1123";"YRV";"DH";"27";"DAIHATSU"
"392";"11";"DAIMLER";"DM";"28";"DAIMLER"
"393";"547";"100";"DA";"29";"DATSUN"
"394";"548";"120";"DA";"29";"DATSUN"
"395";"549";"1600";"DA";"29";"DATSUN"
"396";"550";"180";"DA";"29";"DATSUN"
"397";"551";"200";"DA";"29";"DATSUN"
"398";"552";"220";"DA";"29";"DATSUN"
"399";"553";"260";"DA";"29";"DATSUN"
"400";"554";"280";"DA";"29";"DATSUN"
"401";"536";"BLUEBIRD";"DA";"29";"DATSUN"
"402";"537";"CEDRIC";"DA";"29";"DATSUN"
"403";"538";"CHERRY";"DA";"29";"DATSUN"
"404";"539";"KING-CAB";"DA";"29";"DATSUN"
"405";"540";"LAUREL";"DA";"29";"DATSUN"
"406";"541";"PATROL";"DA";"29";"DATSUN"
"407";"542";"PICK-UP";"DA";"29";"DATSUN"
"408";"543";"SILVIA";"DA";"29";"DATSUN"
"409";"544";"STANZA";"DA";"29";"DATSUN"
"410";"545";"SUNNY";"DA";"29";"DATSUN"
"411";"546";"VIOLET";"DA";"29";"DATSUN"
"412";"606";"AVENGER";"DG";"30";"DODGE"
"413";"569";"CALIBER";"DG";"30";"DODGE"
"414";"623";"JOURNEY";"DG";"30";"DODGE"
"415";"596";"NITRO";"DG";"30";"DODGE"
"416";"1387";"DS3";"DS";"31";"DS"
"417";"1460";"DS3 CROSSBACK";"DS";"31";"DS"
"418";"1379";"DS4";"DS";"31";"DS"
"419";"1560";"DS4 II";"DS";"31";"DS"
"420";"1370";"DS5";"DS";"31";"DS"
"421";"1625";"DS7";"DS";"31";"DS"
"422";"1430";"DS7 CROSSBACK";"DS";"31";"DS"
"423";"1537";"DS9";"DS";"31";"DS"
"424";"18";"F275";"EB";"32";"EBRO"
