"id";"code";"modele";"code_marque";"id_marque";"rappel_marque"
"846";"291";"208";"ME";"66";"MERCEDES"
"847";"292";"209";"ME";"66";"MERCEDES"
"848";"293";"210";"ME";"66";"MERCEDES"
"849";"294";"220";"ME";"66";"MERCEDES"
"850";"295";"230";"ME";"66";"MERCEDES"
"851";"296";"240";"ME";"66";"MERCEDES"
"852";"297";"250";"ME";"66";"MERCEDES"
"853";"298";"260";"ME";"66";"MERCEDES"
"854";"299";"280";"ME";"66";"MERCEDES"
"855";"300";"300";"ME";"66";"MERCEDES"
"856";"301";"306";"ME";"66";"MERCEDES"
"857";"302";"307";"ME";"66";"MERCEDES"
"858";"303";"308";"ME";"66";"MERCEDES"
"859";"304";"309";"ME";"66";"MERCEDES"
"860";"305";"310";"ME";"66";"MERCEDES"
"861";"320";"320";"ME";"66";"MERCEDES"
"862";"306";"350";"ME";"66";"MERCEDES"
"863";"321";"400";"ME";"66";"MERCEDES"
"864";"319";"406";"ME";"66";"MERCEDES"
"865";"307";"407";"ME";"66";"MERCEDES"
"866";"308";"408";"ME";"66";"MERCEDES"
"867";"309";"409";"ME";"66";"MERCEDES"
"868";"310";"410";"ME";"66";"MERCEDES"
"869";"311";"420";"ME";"66";"MERCEDES"
"870";"312";"450";"ME";"66";"MERCEDES"
"871";"313";"500";"ME";"66";"MERCEDES"
"872";"314";"507";"ME";"66";"MERCEDES"
"873";"315";"508";"ME";"66";"MERCEDES"
"874";"316";"560";"ME";"66";"MERCEDES"
"875";"318";"600";"ME";"66";"MERCEDES"
"876";"317";"609";"ME";"66";"MERCEDES"
"877";"328";"611";"ME";"66";"MERCEDES"
"878";"1308";"CITAN";"ME";"66";"MERCEDES"
"879";"1578";"CITAN II";"ME";"66";"MERCEDES"
"880";"334";"CLASSE A";"ME";"66";"MERCEDES"
"881";"1439";"CLASSE A IV";"ME";"66";"MERCEDES"
"882";"1240";"CLASSE B";"ME";"66";"MERCEDES"
"883";"1469";"CLASSE B III";"ME";"66";"MERCEDES"
"884";"323";"CLASSE C";"ME";"66";"MERCEDES"
"885";"719";"CLASSE C III";"ME";"66";"MERCEDES"
"886";"1336";"CLASSE C IV";"ME";"66";"MERCEDES"
"887";"1568";"CLASSE C V";"ME";"66";"MERCEDES"
"888";"332";"CLASSE CL";"ME";"66";"MERCEDES"
"889";"1311";"CLASSE CLA";"ME";"66";"MERCEDES"
"890";"1491";"CLASSE CLA II";"ME";"66";"MERCEDES"
"891";"626";"CLASSE CLC";"ME";"66";"MERCEDES"
"892";"333";"CLASSE CLK";"ME";"66";"MERCEDES"
"893";"1233";"CLASSE CLS";"ME";"66";"MERCEDES"
"894";"324";"CLASSE E";"ME";"66";"MERCEDES"
"895";"1310";"CLASSE E IV";"ME";"66";"MERCEDES"
"896";"1389";"CLASSE E V";"ME";"66";"MERCEDES"
"897";"1555";"CLASSE EQA";"ME";"66";"MERCEDES"
"898";"1613";"CLASSE EQB";"ME";"66";"MERCEDES"
"899";"1493";"CLASSE EQC";"ME";"66";"MERCEDES"
"900";"1614";"CLASSE EQE";"ME";"66";"MERCEDES"
"901";"1585";"CLASSE EQS";"ME";"66";"MERCEDES"
"902";"1547";"CLASSE EQV";"ME";"66";"MERCEDES"
"903";"327";"CLASSE G";"ME";"66";"MERCEDES"
"904";"1446";"CLASSE G II";"ME";"66";"MERCEDES"
"905";"582";"CLASSE GL";"ME";"66";"MERCEDES"
"906";"1334";"CLASSE GLA";"ME";"66";"MERCEDES"
"907";"1527";"CLASSE GLA II";"ME";"66";"MERCEDES"
"908";"1511";"CLASSE GLB";"ME";"66";"MERCEDES"
"909";"1377";"CLASSE GLC";"ME";"66";"MERCEDES"
"910";"1372";"CLASSE GLE";"ME";"66";"MERCEDES"
"911";"1481";"CLASSE GLE II";"ME";"66";"MERCEDES"
"912";"631";"CLASSE GLK";"ME";"66";"MERCEDES"
"913";"1382";"CLASSE GLS";"ME";"66";"MERCEDES"
"914";"1499";"CLASSE GLS II";"ME";"66";"MERCEDES"
"915";"336";"CLASSE M";"ME";"66";"MERCEDES"
"916";"1271";"CLASSE R";"ME";"66";"MERCEDES"
"917";"325";"CLASSE S";"ME";"66";"MERCEDES"
"918";"1551";"CLASSE S V";"ME";"66";"MERCEDES"
"919";"326";"CLASSE SL";"ME";"66";"MERCEDES"
"920";"1388";"CLASSE SLC";"ME";"66";"MERCEDES"
"921";"330";"CLASSE SLK";"ME";"66";"MERCEDES"
"922";"691";"CLASSE SLS";"ME";"66";"MERCEDES"
"923";"331";"CLASSE V";"ME";"66";"MERCEDES"
"924";"1431";"CLASSE X";"ME";"66";"MERCEDES"
"925";"1346";"GT";"ME";"66";"MERCEDES"
"926";"286";"MB100";"ME";"66";"MERCEDES"
"927";"322";"SPRINTER";"ME";"66";"MERCEDES"
"928";"1147";"VANEO";"ME";"66";"MERCEDES"
"929";"335";"VARIO PLUS";"ME";"66";"MERCEDES"
"930";"1191";"VIANO";"ME";"66";"MERCEDES"
"931";"329";"VITO";"ME";"66";"MERCEDES"
"932";"1582";"EHS";"MG";"67";"MG"
"933";"337";"F";"MG";"67";"MG"
"934";"1588";"MARVEL R";"MG";"67";"MG"
"935";"1627";"MG4";"MG";"67";"MG"
"936";"1603";"MG5";"MG";"67";"MG"
"937";"1141";"TF";"MG";"67";"MG"
"938";"1138";"ZR";"MG";"67";"MG"
"939";"1139";"ZS";"MG";"67";"MG"
"940";"1520";"ZS II";"MG";"67";"MG"
"941";"1140";"ZT";"MG";"67";"MG"
"942";"1284";"ELECTRIC";"IA";"68";"MIA"
"943";"705";"COUNTRYMAN";"MN";"69";"MINI"
"944";"1129";"MINI";"MN";"69";"MINI"
"945";"607";"MINI CLUBMAN";"MN";"69";"MINI"
"946";"1309";"PACEMAN";"MN";"69";"MINI"
"947";"346";"3000";"MI";"70";"MITSUBISHI"
"948";"700";"ASX";"MI";"70";"MITSUBISHI"
"949";"350";"CANTER";"MI";"70";"MITSUBISHI"
"950";"349";"CARISMA";"MI";"70";"MITSUBISHI"
"951";"339";"COLT";"MI";"70";"MITSUBISHI"
"952";"1435";"ECLIPSE CROSS";"MI";"70";"MITSUBISHI"
"953";"340";"ESTATE";"MI";"70";"MITSUBISHI"
"954";"341";"GALANT";"MI";"70";"MITSUBISHI"
"955";"1242";"GRANDIS";"MI";"70";"MITSUBISHI"
"956";"728";"I-MIEV";"MI";"70";"MITSUBISHI"
"957";"347";"L200";"MI";"70";"MITSUBISHI"
"958";"342";"LANCER";"MI";"70";"MITSUBISHI"
"959";"1133";"MONTERO";"MI";"70";"MITSUBISHI"
"960";"1181";"OUTLANDER";"MI";"70";"MITSUBISHI"
"961";"343";"PAJERO";"MI";"70";"MITSUBISHI"
"962";"344";"SAPPORO";"MI";"70";"MITSUBISHI"
"963";"348";"SPACE RUNNER";"MI";"70";"MITSUBISHI"
"964";"351";"SPACE STAR";"MI";"70";"MITSUBISHI"
"965";"1317";"SPACE STAR II";"MI";"70";"MITSUBISHI"
"966";"345";"SPACE WAGON";"MI";"70";"MITSUBISHI"
"967";"1413";"PS160";"PM";"71";"MPM MOTORS"
"968";"404";"100 NX";"NA";"72";"NISSAN"
"969";"402";"200 SX";"NA";"72";"NISSAN"
"970";"403";"300 ZX";"NA";"72";"NISSAN"
"971";"1204";"350 Z";"NA";"72";"NISSAN"
"972";"674";"370 Z";"NA";"72";"NISSAN"
"973";"409";"ALMERA";"NA";"72";"NISSAN"
"974";"1098";"ALMERA TINO";"NA";"72";"NISSAN"
"975";"1606";"ARIYA";"NA";"72";"NISSAN"
"976";"599";"ATLEON";"NA";"72";"NISSAN"
"977";"387";"BLUEBIRD";"NA";"72";"NISSAN"
"978";"412";"CABSTAR";"NA";"72";"NISSAN"
"979";"388";"CEDRIC";"NA";"72";"NISSAN"
"980";"690";"CUBE";"NA";"72";"NISSAN"
"981";"411";"ECO T100";"NA";"72";"NISSAN"
"982";"675";"GT-R";"NA";"72";"NISSAN"
"983";"1171";"INTERSTAR";"NA";"72";"NISSAN"
"984";"1597";"INTERSTAR II";"NA";"72";"NISSAN"
"985";"704";"JUKE";"NA";"72";"NISSAN"
"986";"1501";"JUKE II";"NA";"72";"NISSAN"
"987";"389";"KING-CAB";"NA";"72";"NISSAN"
"988";"1202";"KUBISTAR";"NA";"72";"NISSAN"
"989";"410";"L35";"NA";"72";"NISSAN"
"990";"730";"LEAF";"NA";"72";"NISSAN"
"991";"390";"MAXIMA";"NA";"72";"NISSAN"
"992";"408";"MAXIMA QX";"NA";"72";"NISSAN"
"993";"391";"MICRA";"NA";"72";"NISSAN"
"994";"1231";"MURANO";"NA";"72";"NISSAN"
"995";"1252";"NAVARA";"NA";"72";"NISSAN"
"996";"1272";"NOTE";"NA";"72";"NISSAN"
"997";"624";"NP300";"NA";"72";"NISSAN"
"998";"684";"NV200";"NA";"72";"NISSAN"
"999";"1510";"NV250";"NA";"72";"NISSAN"
"1000";"1409";"NV300";"NA";"72";"NISSAN"
"1001";"1280";"NV400";"NA";"72";"NISSAN"
"1002";"1260";"PATHFINDER";"NA";"72";"NISSAN"
"1003";"392";"PATROL";"NA";"72";"NISSAN"
"1004";"393";"PICK-UP";"NA";"72";"NISSAN"
"1005";"673";"PIXO";"NA";"72";"NISSAN"
"1006";"394";"PRAIRIE";"NA";"72";"NISSAN"
"1007";"1170";"PRIMASTAR";"NA";"72";"NISSAN"
"1008";"1601";"PRIMASTAR II";"NA";"72";"NISSAN"
"1009";"395";"PRIMERA";"NA";"72";"NISSAN"
"1010";"1355";"PULSAR";"NA";"72";"NISSAN"
"1011";"584";"QASHQAI";"NA";"72";"NISSAN"
"1012";"1559";"QASHQAI III";"NA";"72";"NISSAN"
"1013";"405";"SERENA";"NA";"72";"NISSAN"
"1014";"396";"SILVIA";"NA";"72";"NISSAN"
"1015";"397";"STANZA";"NA";"72";"NISSAN"
"1016";"398";"SUNNY";"NA";"72";"NISSAN"
"1017";"399";"TERRANO";"NA";"72";"NISSAN"
"1018";"406";"TERRANO II";"NA";"72";"NISSAN"
"1019";"1200";"TINO";"NA";"72";"NISSAN"
"1020";"1590";"TOWNSTAR";"NA";"72";"NISSAN"
"1021";"407";"TRADE";"NA";"72";"NISSAN"
"1022";"400";"URVAN";"NA";"72";"NISSAN"
"1023";"401";"VANETTE";"NA";"72";"NISSAN"
"1024";"1124";"X-TRAIL";"NA";"72";"NISSAN"
"1025";"1626";"X-TRAIL IV";"NA";"72";"NISSAN"
"1026";"1307";"ADAM";"OP";"73";"OPEL"
"1027";"413";"ADMIRAL";"OP";"73";"OPEL"
"1028";"1095";"AGILA";"OP";"73";"OPEL"
"1029";"1279";"AMPERA";"OP";"73";"OPEL"
"1030";"578";"ANTARA";"OP";"73";"OPEL"
"1031";"414";"ASCONA";"OP";"73";"OPEL"
"1032";"429";"ASTRA";"OP";"73";"OPEL"
"1033";"1577";"ASTRA VI";"OP";"73";"OPEL"
"1034";"431";"CABRIO";"OP";"73";"OPEL"
"1035";"415";"CALIBRA";"OP";"73";"OPEL"
"1036";"437";"CAMPO";"OP";"73";"OPEL"
"1037";"1314";"CASCADA";"OP";"73";"OPEL"
"1038";"416";"CITY";"OP";"73";"OPEL"
"1039";"1143";"COMBO";"OP";"73";"OPEL"
"1040";"1467";"COMBO III";"OP";"73";"OPEL"
"1041";"1453";"COMBO LIFE";"OP";"73";"OPEL"
"1042";"417";"COMMODORE";"OP";"73";"OPEL"
"1043";"418";"CORSA";"OP";"73";"OPEL"
"1044";"1500";"CORSA VI";"OP";"73";"OPEL"
"1045";"419";"CORSAVAN";"OP";"73";"OPEL"
"1046";"1576";"CROSSLAND";"OP";"73";"OPEL"
"1047";"1416";"CROSSLAND X";"OP";"73";"OPEL"
"1048";"420";"DIPLOMAT";"OP";"73";"OPEL"
"1049";"430";"FRONTERA";"OP";"73";"OPEL"
"1050";"1599";"GRANDLAND";"OP";"73";"OPEL"
"1051";"1428";"GRANDLAND X";"OP";"73";"OPEL"
"1052";"589";"GT";"OP";"73";"OPEL"
"1053";"648";"INSIGNIA";"OP";"73";"OPEL"
"1054";"421";"KADETT";"OP";"73";"OPEL"
"1055";"422";"KAPITAN";"OP";"73";"OPEL"
"1056";"1375";"KARL";"OP";"73";"OPEL"
"1057";"423";"MANTA";"OP";"73";"OPEL"
"1058";"1174";"MERIVA";"OP";"73";"OPEL"
"1059";"1305";"MOKKA";"OP";"73";"OPEL"
"1060";"1538";"MOKKA II";"OP";"73";"OPEL"
"1061";"432";"MONTEREY";"OP";"73";"OPEL"
"1062";"424";"MONZA";"OP";"73";"OPEL"
"1063";"435";"MOVANO";"OP";"73";"OPEL"
"1064";"1586";"MOVANO III";"OP";"73";"OPEL"
"1065";"425";"OMEGA";"OP";"73";"OPEL"
"1066";"426";"REKORD";"OP";"73";"OPEL"
"1067";"427";"SENATOR";"OP";"73";"OPEL"
"1068";"1178";"SIGNUM";"OP";"73";"OPEL"
"1069";"434";"SINTRA";"OP";"73";"OPEL"
"1070";"1110";"SPEEDSTER";"OP";"73";"OPEL"
"1071";"433";"TIGRA";"OP";"73";"OPEL"
"1072";"428";"VECTRA";"OP";"73";"OPEL"
"1073";"1128";"VIVARO";"OP";"73";"OPEL"
"1074";"1504";"VIVARO III";"OP";"73";"OPEL"
"1075";"436";"ZAFIRA";"OP";"73";"OPEL"
"1076";"1507";"ZAFIRA LIFE";"OP";"73";"OPEL"
"1077";"440";"24";"PA";"74";"PANHARD"
"1078";"438";"DYNA";"PA";"74";"PANHARD"
"1079";"439";"PL";"PA";"74";"PANHARD"
"1080";"786";"1007";"PE";"75";"PEUGEOT"
"1081";"448";"104";"PE";"75";"PEUGEOT"
"1082";"460";"106";"PE";"75";"PEUGEOT"
"1083";"1238";"107";"PE";"75";"PEUGEOT"
"1084";"1348";"108";"PE";"75";"PEUGEOT"
"1085";"1316";"2008";"PE";"75";"PEUGEOT"
"1086";"1502";"2008 II";"PE";"75";"PEUGEOT"
"1087";"463";"203";"PE";"75";"PEUGEOT"
"1088";"464";"204";"PE";"75";"PEUGEOT"
"1089";"449";"205";"PE";"75";"PEUGEOT"
"1090";"472";"206";"PE";"75";"PEUGEOT"
"1091";"1274";"207";"PE";"75";"PEUGEOT"
"1092";"1285";"208";"PE";"75";"PEUGEOT"
"1093";"1490";"208 II";"PE";"75";"PEUGEOT"
"1094";"665";"3008";"PE";"75";"PEUGEOT"
"1095";"450";"304";"PE";"75";"PEUGEOT"
"1096";"451";"305";"PE";"75";"PEUGEOT"
"1097";"466";"306";"PE";"75";"PEUGEOT"
"1098";"1118";"307";"PE";"75";"PEUGEOT"
"1099";"602";"308";"PE";"75";"PEUGEOT"
"1100";"1562";"308 III";"PE";"75";"PEUGEOT"
"1101";"452";"309";"PE";"75";"PEUGEOT"
"1102";"597";"4007";"PE";"75";"PEUGEOT"
"1103";"1289";"4008";"PE";"75";"PEUGEOT"
"1104";"453";"403";"PE";"75";"PEUGEOT"
"1105";"454";"404";"PE";"75";"PEUGEOT"
"1106";"455";"405";"PE";"75";"PEUGEOT"
"1107";"470";"406";"PE";"75";"PEUGEOT"
"1108";"1210";"407";"PE";"75";"PEUGEOT"
"1109";"1633";"408";"PE";"75";"PEUGEOT"
"1110";"680";"5008";"PE";"75";"PEUGEOT"
"1111";"456";"504";"PE";"75";"PEUGEOT"
"1112";"457";"505";"PE";"75";"PEUGEOT"
"1113";"710";"508";"PE";"75";"PEUGEOT"
"1114";"1442";"508 II";"PE";"75";"PEUGEOT"
"1115";"458";"604";"PE";"75";"PEUGEOT"
"1116";"459";"605";"PE";"75";"PEUGEOT"
"1117";"473";"607";"PE";"75";"PEUGEOT"
"1118";"467";"806";"PE";"75";"PEUGEOT"
"1119";"1146";"807";"PE";"75";"PEUGEOT"
"1120";"645";"BIPPER";"PE";"75";"PEUGEOT"
"1121";"468";"BOXER";"PE";"75";"PEUGEOT"
"1122";"1397";"BOXER*";"PE";"75";"PEUGEOT"
"1123";"462";"DANGEL 504";"PE";"75";"PEUGEOT"
"1124";"443";"DANGEL 505";"PE";"75";"PEUGEOT"
"1125";"461";"DANGEL J5";"PE";"75";"PEUGEOT"
"1126";"469";"EXPERT";"PE";"75";"PEUGEOT"
"1127";"721";"ION";"PE";"75";"PEUGEOT"
"1128";"444";"J5";"PE";"75";"PEUGEOT"
"1129";"445";"J5 COMBI";"PE";"75";"PEUGEOT"
"1130";"465";"J7";"PE";"75";"PEUGEOT"
"1131";"446";"J9";"PE";"75";"PEUGEOT"
"1132";"447";"P4";"PE";"75";"PEUGEOT"
"1133";"471";"PARTNER";"PE";"75";"PEUGEOT"
"1134";"614";"PARTNER II";"PE";"75";"PEUGEOT"
"1135";"1461";"PARTNER III";"PE";"75";"PEUGEOT"
"1136";"695";"RCZ";"PE";"75";"PEUGEOT"
"1137";"1452";"RIFTER";"PE";"75";"PEUGEOT"
"1138";"1390";"TRAVELLER";"PE";"75";"PEUGEOT"
"1139";"794";"PORTER";"PI";"76";"PIAGGIO"
"1140";"442";"FIREBIRD";"PC";"77";"PONTIAC"
"1141";"441";"TRANS SPORT";"PC";"77";"PONTIAC"
"1142";"1487";"718 BOXSTER";"PO";"78";"PORSCHE"
"1143";"1486";"718 CAYMAN";"PO";"78";"PORSCHE"
"1144";"795";"911";"PO";"78";"PORSCHE"
"1145";"1466";"911 VIII";"PO";"78";"PORSCHE"
"1146";"796";"912";"PO";"78";"PORSCHE"
"1147";"797";"914";"PO";"78";"PORSCHE"
"1148";"1354";"918";"PO";"78";"PORSCHE"
"1149";"798";"924";"PO";"78";"PORSCHE"
"1150";"799";"928";"PO";"78";"PORSCHE"
"1151";"800";"930";"PO";"78";"PORSCHE"
"1152";"801";"944";"PO";"78";"PORSCHE"
"1153";"802";"968";"PO";"78";"PORSCHE"
"1154";"803";"BOXSTER";"PO";"78";"PORSCHE"
"1155";"1223";"CAYENNE";"PO";"78";"PORSCHE"
"1156";"1273";"CAYMAN";"PO";"78";"PORSCHE"
"1157";"1338";"MACAN";"PO";"78";"PORSCHE"
"1158";"1484";"MACAN II";"PO";"78";"PORSCHE"
"1159";"676";"PANAMERA";"PO";"78";"PORSCHE"
"1160";"1509";"TAYCAN";"PO";"78";"PORSCHE"
"1161";"809";"313";"PR";"79";"PROTON"
"1162";"810";"315";"PR";"79";"PROTON"
"1163";"806";"413";"PR";"79";"PROTON"
"1164";"804";"415";"PR";"79";"PROTON"
"1165";"805";"416";"PR";"79";"PROTON"
"1166";"807";"418";"PR";"79";"PROTON"
"1167";"808";"420";"PR";"79";"PROTON"
"1168";"855";"4CV";"RE";"80";"RENAULT"
"1169";"1421";"ALASKAN";"RE";"80";"RENAULT"
"1170";"1554";"ARKANA";"RE";"80";"RENAULT"
"1171";"1628";"AUSTRAL";"RE";"80";"RENAULT"
"1172";"1127";"AVANTIME";"RE";"80";"RENAULT"
"1173";"811";"B110";"RE";"80";"RENAULT"
"1174";"857";"B120";"RE";"80";"RENAULT"
"1175";"812";"B70";"RE";"80";"RENAULT"
"1176";"813";"B80";"RE";"80";"RENAULT"
"1177";"814";"B90";"RE";"80";"RENAULT"
"1178";"1318";"CAPTUR";"RE";"80";"RENAULT"
"1179";"1503";"CAPTUR II";"RE";"80";"RENAULT"
"1180";"815";"CARAVELLE";"RE";"80";"RENAULT"
"1181";"816";"CHEROKEE";"RE";"80";"RENAULT"
"1182";"817";"CLIO";"RE";"80";"RENAULT"
"1183";"1247";"CLIO III";"RE";"80";"RENAULT"
"1184";"609";"CLIO III ESTATE";"RE";"80";"RENAULT"
"1185";"1297";"CLIO IV";"RE";"80";"RENAULT"
"1186";"1312";"CLIO IV ESTATE";"RE";"80";"RENAULT"
"1187";"1483";"CLIO V";"RE";"80";"RENAULT"
"1188";"818";"DAUPHINE";"RE";"80";"RENAULT"
"1189";"819";"DAUPHINOIS";"RE";"80";"RENAULT"
"1190";"820";"ESPACE";"RE";"80";"RENAULT"
"1191";"1156";"ESPACE IV";"RE";"80";"RENAULT"
"1192";"1366";"ESPACE V";"RE";"80";"RENAULT"
"1193";"821";"ESTAFETTE";"RE";"80";"RENAULT"
"1194";"822";"EXPRESS";"RE";"80";"RENAULT"
"1195";"1594";"EXPRESS II";"RE";"80";"RENAULT"
"1196";"823";"FLORIDE";"RE";"80";"RENAULT"
"1197";"686";"FLUENCE";"RE";"80";"RENAULT"
"1198";"824";"FREGATE";"RE";"80";"RENAULT"
"1199";"825";"FUEGO";"RE";"80";"RENAULT"
"1200";"867";"GRAND ESPACE";"RE";"80";"RENAULT"
"1201";"1155";"GRAND ESPACE IV";"RE";"80";"RENAULT"
"1202";"1206";"GRAND SCENIC";"RE";"80";"RENAULT"
"1203";"826";"JEEP CJ7";"RE";"80";"RENAULT"
"1204";"827";"JUVAQUATRE";"RE";"80";"RENAULT"
"1205";"1371";"KADJAR";"RE";"80";"RENAULT"
"1206";"865";"KANGOO";"RE";"80";"RENAULT"
"1207";"866";"KANGOO EXPRESS";"RE";"80";"RENAULT"
"1208";"793";"KANGOO EXPRESS II";"RE";"80";"RENAULT"
"1209";"612";"KANGOO II";"RE";"80";"RENAULT"
"1210";"1566";"KANGOO III";"RE";"80";"RENAULT"
"1211";"620";"KOLEOS";"RE";"80";"RENAULT"
"1212";"861";"LAGUNA";"RE";"80";"RENAULT"
"1213";"1115";"LAGUNA II";"RE";"80";"RENAULT"
"1214";"1116";"LAGUNA II ESTATE";"RE";"80";"RENAULT"
"1215";"603";"LAGUNA III";"RE";"80";"RENAULT"
"1216";"605";"LAGUNA III ESTATE";"RE";"80";"RENAULT"
"1217";"862";"LAGUNA NEVADA";"RE";"80";"RENAULT"
"1218";"706";"LATITUDE";"RE";"80";"RENAULT"
"1219";"869";"MASCOTT";"RE";"80";"RENAULT"
"1220";"828";"MASTER";"RE";"80";"RENAULT"
"1221";"696";"MASTER III";"RE";"80";"RENAULT"
"1222";"592";"MAXITY";"RE";"80";"RENAULT"
"1223";"863";"MEGANE";"RE";"80";"RENAULT"
"1224";"1157";"MEGANE II";"RE";"80";"RENAULT"
"1225";"1183";"MEGANE II ESTATE";"RE";"80";"RENAULT"
"1226";"636";"MEGANE III";"RE";"80";"RENAULT"
"1227";"671";"MEGANE III ESTATE";"RE";"80";"RENAULT"
"1228";"1383";"MEGANE IV";"RE";"80";"RENAULT"
"1229";"1600";"MEGANE V";"RE";"80";"RENAULT"
"1230";"859";"MESSENGER";"RE";"80";"RENAULT"
"1231";"1222";"MODUS";"RE";"80";"RENAULT"
"1232";"829";"ONDINE";"RE";"80";"RENAULT"
"1233";"830";"PRAIRIE";"RE";"80";"RENAULT"
"1234";"832";"R10";"RE";"80";"RENAULT"
"1235";"833";"R11";"RE";"80";"RENAULT"
"1236";"834";"R12";"RE";"80";"RENAULT"
"1237";"835";"R14";"RE";"80";"RENAULT"
