"id";"code";"modele";"code_marque";"id_marque";"rappel_marque"
"1238";"836";"R15";"RE";"80";"RENAULT"
"1239";"837";"R16";"RE";"80";"RENAULT"
"1240";"838";"R17";"RE";"80";"RENAULT"
"1241";"839";"R18";"RE";"80";"RENAULT"
"1242";"840";"R19";"RE";"80";"RENAULT"
"1243";"841";"R20";"RE";"80";"RENAULT"
"1244";"842";"R21";"RE";"80";"RENAULT"
"1245";"843";"R21 NEVADA";"RE";"80";"RENAULT"
"1246";"844";"R25";"RE";"80";"RENAULT"
"1247";"845";"R30";"RE";"80";"RENAULT"
"1248";"846";"R4";"RE";"80";"RENAULT"
"1249";"847";"R5";"RE";"80";"RENAULT"
"1250";"848";"R6";"RE";"80";"RENAULT"
"1251";"849";"R8";"RE";"80";"RENAULT"
"1252";"850";"R9";"RE";"80";"RENAULT"
"1253";"831";"RODEO";"RE";"80";"RENAULT"
"1254";"858";"SAFRANE";"RE";"80";"RENAULT"
"1255";"851";"SAVANE";"RE";"80";"RENAULT"
"1256";"856";"SAVIEM";"RE";"80";"RENAULT"
"1257";"868";"SCENIC";"RE";"80";"RENAULT"
"1258";"1177";"SCENIC II";"RE";"80";"RENAULT"
"1259";"669";"SCENIC III";"RE";"80";"RENAULT"
"1260";"1403";"SCENIC IV";"RE";"80";"RENAULT"
"1261";"864";"SPIDER";"RE";"80";"RENAULT"
"1262";"852";"SUPERCINQ";"RE";"80";"RENAULT"
"1263";"1380";"TALISMAN";"RE";"80";"RENAULT"
"1264";"853";"TRAFIC";"RE";"80";"RENAULT"
"1265";"1351";"TRAFIC III";"RE";"80";"RENAULT"
"1266";"860";"TWINGO";"RE";"80";"RENAULT"
"1267";"595";"TWINGO II";"RE";"80";"RENAULT"
"1268";"1358";"TWINGO III";"RE";"80";"RENAULT"
"1269";"1134";"VEL SATIS";"RE";"80";"RENAULT"
"1270";"702";"WIND";"RE";"80";"RENAULT"
"1271";"854";"WRANGLER";"RE";"80";"RENAULT"
"1272";"1296";"ZOE";"RE";"80";"RENAULT"
"1273";"871";"111";"RO";"81";"ROVER"
"1274";"872";"114";"RO";"81";"ROVER"
"1275";"894";"115";"RO";"81";"ROVER"
"1276";"896";"200";"RO";"81";"ROVER"
"1277";"873";"2000";"RO";"81";"ROVER"
"1278";"874";"213";"RO";"81";"ROVER"
"1279";"875";"214";"RO";"81";"ROVER"
"1280";"876";"216";"RO";"81";"ROVER"
"1281";"887";"218";"RO";"81";"ROVER"
"1282";"889";"220";"RO";"81";"ROVER"
"1283";"877";"2200";"RO";"81";"ROVER"
"1284";"878";"2300";"RO";"81";"ROVER"
"1285";"879";"2400";"RO";"81";"ROVER"
"1286";"898";"25";"RO";"81";"ROVER"
"1287";"880";"2600";"RO";"81";"ROVER"
"1288";"881";"3500";"RO";"81";"ROVER"
"1289";"886";"414";"RO";"81";"ROVER"
"1290";"882";"416";"RO";"81";"ROVER"
"1291";"888";"418";"RO";"81";"ROVER"
"1292";"890";"420";"RO";"81";"ROVER"
"1293";"899";"45";"RO";"81";"ROVER"
"1294";"895";"618";"RO";"81";"ROVER"
"1295";"891";"620";"RO";"81";"ROVER"
"1296";"893";"623";"RO";"81";"ROVER"
"1297";"897";"75";"RO";"81";"ROVER"
"1298";"883";"820";"RO";"81";"ROVER"
"1299";"884";"825";"RO";"81";"ROVER"
"1300";"885";"827";"RO";"81";"ROVER"
"1301";"892";"ESTATE";"RO";"81";"ROVER"
"1302";"870";"FREIGHT";"RO";"81";"ROVER"
"1303";"1195";"STREETWISE";"RO";"81";"ROVER"
"1304";"907";"9-3";"SB";"82";"SAAB"
"1305";"1148";"9-3 BERLINE DE SPORT";"SB";"82";"SAAB"
"1306";"1262";"9-3 SPORT HATCH";"SB";"82";"SAAB"
"1307";"683";"9-3 X";"SB";"82";"SAAB"
"1308";"906";"9-5";"SB";"82";"SAAB"
"1309";"908";"9-5 ESTATE";"SB";"82";"SAAB"
"1310";"904";"900";"SB";"82";"SAAB"
"1311";"905";"9000";"SB";"82";"SAAB"
"1312";"653";"S300";"SA";"83";"SANTANA"
"1313";"654";"S350";"SA";"83";"SANTANA"
"1314";"901";"S410";"SA";"83";"SANTANA"
"1315";"902";"S413";"SA";"83";"SANTANA"
"1316";"900";"SAMURAI";"SA";"83";"SANTANA"
"1317";"903";"VITARA";"SA";"83";"SANTANA"
"1318";"918";"ALHAMBRA";"SE";"84";"SEAT"
"1319";"1216";"ALTEA";"SE";"84";"SEAT"
"1320";"580";"ALTEA  XL";"SE";"84";"SEAT"
"1321";"1424";"ARONA";"SE";"84";"SEAT"
"1322";"919";"AROSA";"SE";"84";"SEAT"
"1323";"1395";"ATECA";"SE";"84";"SEAT"
"1324";"916";"CORDOBA";"SE";"84";"SEAT"
"1325";"661";"EXEO";"SE";"84";"SEAT"
"1326";"909";"FURA";"SE";"84";"SEAT"
"1327";"910";"IBIZA";"SE";"84";"SEAT"
"1328";"1349";"IBIZA*";"SE";"84";"SEAT"
"1329";"917";"INCA";"SE";"84";"SEAT"
"1330";"920";"LEON";"SE";"84";"SEAT"
"1331";"1517";"LEON IV";"SE";"84";"SEAT"
"1332";"911";"MALAGA";"SE";"84";"SEAT"
"1333";"912";"MARBELLA";"SE";"84";"SEAT"
"1334";"1290";"MII";"SE";"84";"SEAT"
"1335";"913";"RONDA";"SE";"84";"SEAT"
"1336";"1463";"TARRACO";"SE";"84";"SEAT"
"1337";"914";"TERRA";"SE";"84";"SEAT"
"1338";"915";"TOLEDO";"SE";"84";"SEAT"
"1339";"1616";"EC35";"DK";"85";"SERES DFSK"
"1340";"1567";"SERES 3";"DK";"85";"SERES DFSK"
"1341";"925";"1050";"SK";"86";"SKODA"
"1342";"926";"120";"SK";"86";"SKODA"
"1343";"927";"130";"SK";"86";"SKODA"
"1344";"1293";"CITIGO";"SK";"86";"SKODA"
"1345";"1545";"ENYAQ";"SK";"86";"SKODA"
"1346";"1093";"FABIA";"SK";"86";"SKODA"
"1347";"1570";"FABIA IV";"SK";"86";"SKODA"
"1348";"924";"FAVORIT";"SK";"86";"SKODA"
"1349";"928";"FELICIA";"SK";"86";"SKODA"
"1350";"1492";"KAMIQ";"SK";"86";"SKODA"
"1351";"1429";"KAROQ";"SK";"86";"SKODA"
"1352";"1408";"KODIAQ";"SK";"86";"SKODA"
"1353";"929";"OCTAVIA";"SK";"86";"SKODA"
"1354";"1531";"OCTAVIA IV";"SK";"86";"SKODA"
"1355";"1302";"RAPID";"SK";"86";"SKODA"
"1356";"643";"ROOMSTER";"SK";"86";"SKODA"
"1357";"1479";"SCALA";"SK";"86";"SKODA"
"1358";"1144";"SUPERB";"SK";"86";"SKODA"
"1359";"679";"YETI";"SK";"86";"SKODA"
"1360";"1186";"CABRIO";"ST";"87";"SMART"
"1361";"1185";"CITY-COUPE";"ST";"87";"SMART"
"1362";"1205";"FORFOUR";"ST";"87";"SMART"
"1363";"1356";"FORTWO";"ST";"87";"SMART"
"1364";"1209";"FORTWO BUSINESS";"ST";"87";"SMART"
"1365";"1208";"FORTWO CABRIO";"ST";"87";"SMART"
"1366";"1207";"FORTWO COUPE";"ST";"87";"SMART"
"1367";"1187";"ROADSTER";"ST";"87";"SMART"
"1368";"1188";"ROADSTER-COUPE";"ST";"87";"SMART"
"1369";"574";"ACTYON";"SG";"88";"SSANGYONG"
"1370";"921";"FAMILY";"SG";"88";"SSANGYONG"
"1371";"923";"KORANDO";"SG";"88";"SSANGYONG"
"1372";"1519";"KORANDO II";"SG";"88";"SSANGYONG"
"1373";"1263";"KYRON";"SG";"88";"SSANGYONG"
"1374";"922";"MUSSO";"SG";"88";"SSANGYONG"
"1375";"1219";"REXTON";"SG";"88";"SSANGYONG"
"1376";"1529";"REXTON III";"SG";"88";"SSANGYONG"
"1377";"642";"RODIUS";"SG";"88";"SSANGYONG"
"1378";"1374";"TIVOLI";"SG";"88";"SSANGYONG"
"1379";"575";"B9 TRIBECA";"SR";"89";"SUBARU"
"1380";"1298";"BRZ";"SR";"89";"SUBARU"
"1381";"933";"E12";"SR";"89";"SUBARU"
"1382";"936";"FORESTER";"SR";"89";"SUBARU"
"1383";"1516";"FORESTER V";"SR";"89";"SUBARU"
"1384";"1227";"G3X JUSTY";"SR";"89";"SUBARU"
"1385";"931";"IMPREZA";"SR";"89";"SUBARU"
"1386";"1475";"IMPREZA V";"SR";"89";"SUBARU"
"1387";"935";"JUSTY";"SR";"89";"SUBARU"
"1388";"930";"LEGACY";"SR";"89";"SUBARU"
"1389";"1394";"LEVORG";"SR";"89";"SUBARU"
"1390";"1241";"OUTBACK";"SR";"89";"SUBARU"
"1391";"1565";"OUTBACK VI";"SR";"89";"SUBARU"
"1392";"932";"SVX";"SR";"89";"SUBARU"
"1393";"727";"TREZIA";"SR";"89";"SUBARU"
"1394";"934";"VIVIO";"SR";"89";"SUBARU"
"1395";"1283";"XV";"SR";"89";"SUBARU"
"1396";"1474";"XV II";"SR";"89";"SUBARU"
"1397";"940";"1000";"SU";"90";"SUNBEAM"
"1398";"941";"1250";"SU";"90";"SUNBEAM"
"1399";"942";"1300";"SU";"90";"SUNBEAM"
"1400";"943";"1500";"SU";"90";"SUNBEAM"
"1401";"944";"1600";"SU";"90";"SUNBEAM"
"1402";"945";"1725";"SU";"90";"SUNBEAM"
"1403";"937";"AVENGER";"SU";"90";"SUNBEAM"
"1404";"938";"LOTUS";"SU";"90";"SUNBEAM"
"1405";"939";"TI";"SU";"90";"SUNBEAM"
"1406";"1542";"ACROSS";"SZ";"91";"SUZUKI"
"1407";"951";"ALTO";"SZ";"91";"SUZUKI"
"1408";"950";"BALENO";"SZ";"91";"SUZUKI"
"1409";"1365";"CELERIO";"SZ";"91";"SUZUKI"
"1410";"954";"GRAND VITARA";"SZ";"91";"SUZUKI"
"1411";"1105";"IGNIS";"SZ";"91";"SUZUKI"
"1412";"955";"JIMNY";"SZ";"91";"SUZUKI"
"1413";"1458";"JIMNY II";"SZ";"91";"SUZUKI"
"1414";"720";"KIZASHI";"SZ";"91";"SUZUKI"
"1415";"1125";"LIANA";"SZ";"91";"SUZUKI"
"1416";"1325";"S-CROSS";"SZ";"91";"SUZUKI"
"1417";"1604";"S-CROSS II";"SZ";"91";"SUZUKI"
"1418";"949";"SAMURAI";"SZ";"91";"SUZUKI"
"1419";"646";"SPLASH";"SZ";"91";"SUZUKI"
"1420";"948";"SUPERCARRY";"SZ";"91";"SUZUKI"
"1421";"1543";"SWACE";"SZ";"91";"SUZUKI"
"1422";"946";"SWIFT";"SZ";"91";"SUZUKI"
"1423";"565";"SX4";"SZ";"91";"SUZUKI"
"1424";"947";"VITARA";"SZ";"91";"SUZUKI"
"1425";"953";"WAGON R+";"SZ";"91";"SUZUKI"
"1426";"952";"X90";"SZ";"91";"SUZUKI"
"1427";"962";"1000";"TA";"92";"TALBOT"
"1428";"963";"1005";"TA";"92";"TALBOT"
"1429";"964";"1006";"TA";"92";"TALBOT"
"1430";"965";"1100";"TA";"92";"TALBOT"
"1431";"966";"1300";"TA";"92";"TALBOT"
"1432";"967";"1301";"TA";"92";"TALBOT"
"1433";"968";"1307";"TA";"92";"TALBOT"
"1434";"969";"1308";"TA";"92";"TALBOT"
"1435";"970";"1309";"TA";"92";"TALBOT"
"1436";"971";"1500";"TA";"92";"TALBOT"
"1437";"972";"1501";"TA";"92";"TALBOT"
"1438";"973";"1510";"TA";"92";"TALBOT"
"1439";"974";"160";"TA";"92";"TALBOT"
"1440";"975";"1610";"TA";"92";"TALBOT"
"1441";"976";"2L";"TA";"92";"TALBOT"
"1442";"956";"ARONDE";"TA";"92";"TALBOT"
"1443";"957";"HORIZON";"TA";"92";"TALBOT"
"1444";"958";"SAMBA";"TA";"92";"TALBOT"
"1445";"959";"SIM QUATRE";"TA";"92";"TALBOT"
"1446";"960";"SOLARA";"TA";"92";"TALBOT"
"1447";"961";"TAGORA";"TA";"92";"TALBOT"
"1448";"1016";"TELCOLINE";"TT";"93";"TATA"
"1449";"1017";"TELCOSPORT";"TT";"93";"TATA"
"1450";"1477";"MODEL 3";"TL";"94";"TESLA"
"1451";"1347";"MODEL S";"TL";"94";"TESLA"
"1452";"1393";"MODEL X";"TL";"94";"TESLA"
"1453";"1569";"MODEL Y";"TL";"94";"TESLA"
"1454";"733";"CITY";"TK";"95";"THINK"
"1455";"587";"AURIS";"TO";"96";"TOYOTA"
"1456";"1002";"AVENSIS";"TO";"96";"TOYOTA"
"1457";"1239";"AYGO";"TO";"96";"TOYOTA"
"1458";"1598";"AYGO X";"TO";"96";"TOYOTA"
"1459";"1410";"C-HR";"TO";"96";"TOYOTA"
"1460";"977";"CAMRY";"TO";"96";"TOYOTA"
"1461";"1488";"CAMRY II";"TO";"96";"TOYOTA"
"1462";"978";"CARINA";"TO";"96";"TOYOTA"
"1463";"997";"CARINA E";"TO";"96";"TOYOTA"
"1464";"979";"CARINA II";"TO";"96";"TOYOTA"
"1465";"980";"CELICA";"TO";"96";"TOYOTA"
"1466";"981";"COROLLA";"TO";"96";"TOYOTA"
"1467";"1214";"COROLLA VERSO";"TO";"96";"TOYOTA"
"1468";"1472";"COROLLA X";"TO";"96";"TOYOTA"
"1469";"982";"CORONA";"TO";"96";"TOYOTA"
"1470";"983";"CRESSIDA";"TO";"96";"TOYOTA"
"1471";"984";"CROWN";"TO";"96";"TOYOTA"
"1472";"985";"DYNA";"TO";"96";"TOYOTA"
"1473";"998";"FUNCRUISER";"TO";"96";"TOYOTA"
"1474";"1611";"GR86";"TO";"96";"TOYOTA"
"1475";"1294";"GT86";"TO";"96";"TOYOTA"
"1476";"986";"HI-ACE";"TO";"96";"TOYOTA"
"1477";"987";"HI-LUX";"TO";"96";"TOYOTA"
"1478";"1549";"HIGHLANDER";"TO";"96";"TOYOTA"
"1479";"638";"IQ";"TO";"96";"TOYOTA"
"1480";"988";"LANDCRUISER";"TO";"96";"TOYOTA"
"1481";"989";"LEXUS";"TO";"96";"TOYOTA"
"1482";"990";"LITE ACE";"TO";"96";"TOYOTA"
"1483";"1417";"MIRAI";"TO";"96";"TOYOTA"
"1484";"1550";"MIRAI II";"TO";"96";"TOYOTA"
"1485";"991";"MODELE F";"TO";"96";"TOYOTA"
"1486";"1091";"MR";"TO";"96";"TOYOTA"
"1487";"1000";"PASEO";"TO";"96";"TOYOTA"
"1488";"1001";"PICNIC";"TO";"96";"TOYOTA"
"1489";"992";"PREVIA";"TO";"96";"TOYOTA"
"1490";"1111";"PRIUS";"TO";"96";"TOYOTA"
"1491";"1331";"PROACE";"TO";"96";"TOYOTA"
"1492";"1523";"PROACE CITY";"TO";"96";"TOYOTA"
"1493";"999";"RAV4";"TO";"96";"TOYOTA"
"1494";"1269";"RAV4 III";"TO";"96";"TOYOTA"
"1495";"1313";"RAV4 IV";"TO";"96";"TOYOTA"
"1496";"1464";"RAV4 V";"TO";"96";"TOYOTA"
"1497";"993";"RUNNER";"TO";"96";"TOYOTA"
"1498";"994";"STARLET";"TO";"96";"TOYOTA"
"1499";"995";"SUPRA";"TO";"96";"TOYOTA"
"1500";"1508";"SUPRA V";"TO";"96";"TOYOTA"
"1501";"996";"TERCEL";"TO";"96";"TOYOTA"
"1502";"662";"URBAN CRUISER";"TO";"96";"TOYOTA"
"1503";"670";"VERSO";"TO";"96";"TOYOTA"
"1504";"723";"VERSO-S";"TO";"96";"TOYOTA"
"1505";"1003";"YARIS";"TO";"96";"TOYOTA"
"1506";"1574";"YARIS CROSS";"TO";"96";"TOYOTA"
"1507";"1264";"YARIS II";"TO";"96";"TOYOTA"
"1508";"738";"YARIS III";"TO";"96";"TOYOTA"
"1509";"1524";"YARIS IV";"TO";"96";"TOYOTA"
"1510";"1012";"1300";"TR";"97";"TRIUMPH"
"1511";"1013";"2000";"TR";"97";"TRIUMPH"
"1512";"1014";"2500";"TR";"97";"TRIUMPH"
"1513";"1004";"ACCLAIM";"TR";"97";"TRIUMPH"
"1514";"1005";"DOLOMITE";"TR";"97";"TRIUMPH"
"1515";"1006";"HERALD";"TR";"97";"TRIUMPH"
"1516";"1015";"SPITFIRE";"TR";"97";"TRIUMPH"
"1517";"1007";"STAG";"TR";"97";"TRIUMPH"
"1518";"1008";"TOLEDO";"TR";"97";"TRIUMPH"
"1519";"1009";"TR";"TR";"97";"TRIUMPH"
"1520";"1010";"TR4";"TR";"97";"TRIUMPH"
"1521";"1011";"TR6";"TR";"97";"TRIUMPH"
"1522";"1018";"ALTER";"UM";"98";"UMM"
"1523";"1074";"1,6L";"VW";"99";"VOLKSWAGEN"
"1524";"1067";"1600";"VW";"99";"VOLKSWAGEN"
"1525";"1068";"181";"VW";"99";"VOLKSWAGEN"
"1526";"1069";"183";"VW";"99";"VOLKSWAGEN"
"1527";"1070";"411";"VW";"99";"VOLKSWAGEN"
"1528";"1071";"412";"VW";"99";"VOLKSWAGEN"
"1529";"714";"AMAROK";"VW";"99";"VOLKSWAGEN"
"1530";"1414";"ARTEON";"VW";"99";"VOLKSWAGEN"
"1531";"1080";"BORA";"VW";"99";"VOLKSWAGEN"
"1532";"1051";"CADDY";"VW";"99";"VOLKSWAGEN"
"1533";"1556";"CADDY V";"VW";"99";"VOLKSWAGEN"
"1534";"1052";"COCCINELLE";"VW";"99";"VOLKSWAGEN"
"1535";"1053";"CORRADO";"VW";"99";"VOLKSWAGEN"
"1536";"571";"CRAFTER";"VW";"99";"VOLKSWAGEN"
"1537";"564";"EOS";"VW";"99";"VOLKSWAGEN"
"1538";"1244";"FOX";"VW";"99";"VOLKSWAGEN"
"1539";"1054";"GOLF";"VW";"99";"VOLKSWAGEN"
"1540";"1072";"GOLF III";"VW";"99";"VOLKSWAGEN"
"1541";"1078";"GOLF IV";"VW";"99";"VOLKSWAGEN"
"1542";"1232";"GOLF PLUS";"VW";"99";"VOLKSWAGEN"
"1543";"1343";"GOLF SPORTSVAN";"VW";"99";"VOLKSWAGEN"
"1544";"1192";"GOLF V";"VW";"99";"VOLKSWAGEN"
"1545";"633";"GOLF VI";"VW";"99";"VOLKSWAGEN"
"1546";"1303";"GOLF VII";"VW";"99";"VOLKSWAGEN"
"1547";"1514";"GOLF VIII";"VW";"99";"VOLKSWAGEN"
"1548";"1528";"ID.3";"VW";"99";"VOLKSWAGEN"
"1549";"1534";"ID.4";"VW";"99";"VOLKSWAGEN"
"1550";"1589";"ID.5";"VW";"99";"VOLKSWAGEN"
"1551";"1615";"ID.BUZZ";"VW";"99";"VOLKSWAGEN"
"1552";"1055";"JETTA";"VW";"99";"VOLKSWAGEN"
"1553";"1251";"JETTA II";"VW";"99";"VOLKSWAGEN"
"1554";"717";"JETTA III";"VW";"99";"VOLKSWAGEN"
"1555";"1056";"K70";"VW";"99";"VOLKSWAGEN"
"1556";"1057";"LT28";"VW";"99";"VOLKSWAGEN"
"1557";"1058";"LT31";"VW";"99";"VOLKSWAGEN"
"1558";"1076";"LT32";"VW";"99";"VOLKSWAGEN"
"1559";"1059";"LT35";"VW";"99";"VOLKSWAGEN"
"1560";"1060";"LT40A";"VW";"99";"VOLKSWAGEN"
"1561";"1077";"LT46A";"VW";"99";"VOLKSWAGEN"
"1562";"1079";"LUPO";"VW";"99";"VOLKSWAGEN"
"1563";"1587";"MULTIVAN T7";"VW";"99";"VOLKSWAGEN"
"1564";"1081";"NEW BEETLE";"VW";"99";"VOLKSWAGEN"
"1565";"1061";"PASSAT";"VW";"99";"VOLKSWAGEN"
"1566";"628";"PASSAT CC";"VW";"99";"VOLKSWAGEN"
"1567";"1250";"PASSAT SW";"VW";"99";"VOLKSWAGEN"
"1568";"1359";"PASSAT*";"VW";"99";"VOLKSWAGEN"
"1569";"1166";"PHAETON";"VW";"99";"VOLKSWAGEN"
"1570";"1062";"POLO";"VW";"99";"VOLKSWAGEN"
"1571";"672";"POLO V";"VW";"99";"VOLKSWAGEN"
"1572";"1426";"POLO VI";"VW";"99";"VOLKSWAGEN"
"1573";"1063";"SANTANA";"VW";"99";"VOLKSWAGEN"
"1574";"1064";"SCIROCCO";"VW";"99";"VOLKSWAGEN"
"1575";"1075";"SHARAN";"VW";"99";"VOLKSWAGEN"
"1576";"1478";"T-CROSS";"VW";"99";"VOLKSWAGEN"
"1577";"1423";"T-ROC";"VW";"99";"VOLKSWAGEN"
"1578";"1579";"TAIGO";"VW";"99";"VOLKSWAGEN"
"1579";"1065";"TARO";"VW";"99";"VOLKSWAGEN"
"1580";"604";"TIGUAN";"VW";"99";"VOLKSWAGEN"
"1581";"1167";"TOUAREG";"VW";"99";"VOLKSWAGEN"
"1582";"1450";"TOUAREG III";"VW";"99";"VOLKSWAGEN"
"1583";"1172";"TOURAN";"VW";"99";"VOLKSWAGEN"
"1584";"1066";"TRANSPORTER";"VW";"99";"VOLKSWAGEN"
"1585";"740";"UP";"VW";"99";"VOLKSWAGEN"
"1586";"1073";"VENTO";"VW";"99";"VOLKSWAGEN"
"1587";"1042";"122";"VO";"100";"VOLVO"
"1588";"1019";"142";"VO";"100";"VOLVO"
"1589";"1020";"144";"VO";"100";"VOLVO"
"1590";"1021";"164";"VO";"100";"VOLVO"
"1591";"1022";"1800";"VO";"100";"VOLVO"
"1592";"1023";"240";"VO";"100";"VOLVO"
"1593";"1024";"242";"VO";"100";"VOLVO"
"1594";"1025";"244";"VO";"100";"VOLVO"
"1595";"1026";"245";"VO";"100";"VOLVO"
"1596";"1027";"262";"VO";"100";"VOLVO"
"1597";"1028";"264";"VO";"100";"VOLVO"
"1598";"1029";"265";"VO";"100";"VOLVO"
"1599";"1030";"340";"VO";"100";"VOLVO"
"1600";"1031";"360";"VO";"100";"VOLVO"
"1601";"1032";"440";"VO";"100";"VOLVO"
"1602";"1033";"460";"VO";"100";"VOLVO"
"1603";"1034";"480";"VO";"100";"VOLVO"
"1604";"1041";"66";"VO";"100";"VOLVO"
"1605";"1035";"740";"VO";"100";"VOLVO"
"1606";"1036";"760";"VO";"100";"VOLVO"
"1607";"1037";"780";"VO";"100";"VOLVO"
"1608";"1040";"850";"VO";"100";"VOLVO"
"1609";"1038";"940";"VO";"100";"VOLVO"
"1610";"1039";"960";"VO";"100";"VOLVO"
"1611";"579";"C30";"VO";"100";"VOLVO"
"1612";"1593";"C40";"VO";"100";"VOLVO"
"1613";"1049";"C70";"VO";"100";"VOLVO"
"1614";"1117";"CROSS COUNTRY";"VO";"100";"VOLVO"
"1615";"1043";"S40";"VO";"100";"VOLVO"
"1616";"1109";"S60";"VO";"100";"VOLVO"
"1617";"1485";"S60 III";"VO";"100";"VOLVO"
"1618";"1047";"S70";"VO";"100";"VOLVO"
"1619";"1050";"S80";"VO";"100";"VOLVO"
"1620";"1045";"S90";"VO";"100";"VOLVO"
"1621";"1044";"V40";"VO";"100";"VOLVO"
"1622";"1201";"V50";"VO";"100";"VOLVO"
"1623";"707";"V60";"VO";"100";"VOLVO"
"1624";"1454";"V60 II";"VO";"100";"VOLVO"
"1625";"1048";"V70";"VO";"100";"VOLVO"
"1626";"1046";"V90";"VO";"100";"VOLVO"
"1627";"1433";"XC40";"VO";"100";"VOLVO"
"1628";"630";"XC60";"VO";"100";"VOLVO"
"1629";"1160";"XC70";"VO";"100";"VOLVO"
"1630";"1165";"XC90";"VO";"100";"VOLVO"
"1631";"1083";"1100";"ZA";"101";"ZASTAVA"
"1632";"1084";"1300";"ZA";"101";"ZASTAVA"
"1633";"1082";"YUGO";"ZA";"101";"ZASTAVA"
"1634";"1085";"TAVRIA";"ZZ";"102";"ZAZ"
